#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.319996    0.319996           0
           2        0.32    0.319998 1.41422e-06
           3        0.32    0.319999 1.08866e-06
           4        0.32    0.319999 8.66022e-07
           5        0.32    0.319999 7.15539e-07
           6        0.32    0.319999 6.08581e-07
           7        0.32    0.319999 5.29038e-07
           8        0.32    0.319999 4.67708e-07
           9        0.32        0.32 4.19028e-07
          10        0.32        0.32 3.79477e-07
          11        0.32        0.32  3.4672e-07
          12        0.32        0.32 3.19149e-07
          13        0.32        0.32 2.95628e-07
          14        0.32        0.32  2.7533e-07
          15        0.32        0.32 2.57635e-07
          16        0.32        0.32 2.42074e-07
          17        0.32        0.32 2.28282e-07
          18        0.32        0.32 2.15976e-07
          19        0.32        0.32 2.04925e-07
          20        0.32        0.32 1.94951e-07
