#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.850676   -0.850676           0
           2   -0.847728   -0.849202  0.00104228
           3   -0.849952   -0.849452 0.000724212
           4   -0.849304   -0.849415 0.000544104
           5   -0.850248   -0.849582 0.000460082
           6   -0.851092   -0.849833 0.000446996
           7   -0.847644   -0.849521 0.000480251
           8   -0.845024   -0.848959 0.000673066
           9   -0.847968   -0.848848 0.000607212
          10   -0.849548   -0.848918 0.000550506
          11   -0.845244   -0.848584 0.000593209
          12   -0.846544   -0.848414  0.00056762
          13   -0.848636   -0.848431 0.000524213
          14   -0.848848   -0.848461 0.000487613
          15   -0.848304   -0.848451 0.000455218
          16   -0.849372   -0.848508 0.000430393
          17   -0.848352   -0.848499 0.000405174
          18   -0.851888   -0.848687 0.000424158
          19    -0.84652   -0.848573 0.000416891
          20   -0.846848   -0.848487 0.000404873
