#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.001952    0.001952           0
           2     0.00181    0.001881 5.02046e-05
           3    0.006328  0.00336333  0.00121078
           4    0.002384   0.0031185 0.000932513
           5   -0.000538   0.0023872 0.000992155
           6    0.004194  0.00268833 0.000871297
           7   -0.000216  0.00227343 0.000839823
           8     0.00107    0.002123 0.000748196
           9    0.002326  0.00214556 0.000665403
          10    -0.00051     0.00188 0.000649696
          11   -0.003708    0.001372 0.000763839
          12   -0.003778 0.000942833 0.000811847
          13   -0.001342 0.000767077 0.000768187
          14   -0.002794 0.000512714 0.000754254
          15   -0.003948 0.000215333 0.000760338
          16    0.003332 0.000410125 0.000737347
          17   -0.003332     0.00019 0.000726088
          18    0.005176    0.000467 0.000736695
          19    0.002708 0.000584947   0.0007073
          20    0.003644   0.0007379 0.000688274
