#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.001488    0.001488           0
           2    0.000318    0.000903 0.000413657
           3    0.003174     0.00166 0.000676818
           4   -0.002444    0.000634  0.00102332
           5   -0.001638   0.0001796  0.00091399
           6    0.003302      0.0007 0.000897666
           7    0.000366 0.000652286 0.000770695
           8   -0.000108  0.00055725 0.000680192
           9    0.003538 0.000888444 0.000680486
          10   -0.000368   0.0007628 0.000623929
          11   -0.000816 0.000619273 0.000583483
          12    0.001416 0.000685667 0.000538624
          13   -0.000518 0.000593077 0.000505087
          14    0.002144 0.000703857 0.000481004
          15    0.000104 0.000663867 0.000450597
          16    0.001938   0.0007435 0.000429414
          17    -0.00575 0.000361529 0.000548324
          18     0.00181    0.000442 0.000523733
          19     0.00045 0.000442421 0.000496169
          20   -0.001284   0.0003561  0.00047881
