#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.999084   -0.999084           0
           2          -1   -0.999542 0.000323855
           3          -1   -0.999695 0.000249304
           4          -1   -0.999771  0.00019832
           5          -1   -0.999817 0.000163859
           6          -1   -0.999847 0.000139365
           7          -1   -0.999869  0.00012115
           8          -1   -0.999885 0.000107105
           9          -1   -0.999898  9.5957e-05
          10          -1   -0.999908 8.68994e-05
          11          -1   -0.999917 7.93974e-05
          12          -1   -0.999924 7.30836e-05
          13          -1    -0.99993 6.76973e-05
          14          -1   -0.999935 6.30485e-05
          15          -1   -0.999939  5.8996e-05
          16          -1   -0.999943 5.54321e-05
          17          -1   -0.999946 5.22736e-05
          18          -1   -0.999949 4.94551e-05
          19          -1   -0.999952 4.69247e-05
          20          -1   -0.999954 4.46403e-05
