#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.646664   -0.646664           0
           2    -0.64974   -0.648202  0.00108753
           3    -0.64454   -0.646981  0.00123248
           4     -0.6471   -0.647011 0.000924717
           5   -0.645912   -0.646791  0.00076545
           6   -0.647568   -0.646921 0.000648732
           7   -0.644756   -0.646611 0.000625432
           8   -0.646804   -0.646636 0.000547716
           9   -0.647332   -0.646713 0.000492296
          10    -0.64864   -0.646906 0.000479303
          11   -0.647936   -0.646999 0.000444789
          12   -0.648532   -0.647127 0.000425668
          13    -0.64668   -0.647093 0.000394311
          14    -0.64598   -0.647013 0.000374069
          15   -0.643472   -0.646777 0.000417024
          16   -0.647512   -0.646823 0.000393481
          17     -0.6468   -0.646822 0.000370338
          18    -0.64698    -0.64683 0.000349868
          19   -0.641712   -0.646561 0.000422627
          20   -0.647952   -0.646631 0.000407178
