#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.002502    0.002502           0
           2   -0.005642    -0.00157  0.00287934
           3   -0.006172   -0.003104  0.00229205
           4   -0.004408    -0.00343  0.00174206
           5   -0.004878  -0.0037196  0.00141752
           6   -0.008046 -0.00444067  0.00135228
           7   -0.002836 -0.00421143  0.00117837
           8     0.00026  -0.0036525  0.00115606
           9   -0.003756   -0.003664  0.00102766
          10    0.001328  -0.0031648  0.00103909
          11    0.004082   -0.002506  0.00113441
          12   -0.001366   -0.002411  0.00104385
          13    0.001164   -0.002136 0.000999118
          14    0.001492 -0.00187686 0.000960772
          15   -0.001152 -0.00182853 0.000897935
          16    0.001242 -0.00163663 0.000862078
          17    -0.00068 -0.00158035 0.000813202
          18   -0.004816 -0.00176011 0.000787641
          19   -0.005822 -0.00197389 0.000774656
          20    0.000446  -0.0018529 0.000745312
