#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.002902    0.002902           0
           2   -0.001458    0.000722  0.00154149
           3    0.000864 0.000769333  0.00102839
           4    0.001354   0.0009155  0.00078161
           5   -0.000392    0.000654 0.000667601
           6    0.003024    0.001049 0.000662969
           7    0.006234  0.00178971 0.000890616
           8   -0.000522  0.00150075 0.000824836
           9   -0.001464  0.00117133 0.000796255
          10    0.005092   0.0015634 0.000807405
          11       2e-06  0.00142145 0.000746377
          12   -0.004778 0.000904833 0.000844249
          13   -0.000908 0.000765385  0.00079074
          14    0.000716 0.000761857 0.000734266
          15    0.000562 0.000748533 0.000685436
          16   -0.002962 0.000516625 0.000680698
          17    0.003352 0.000683412 0.000660775
          18   -0.001786 0.000546222 0.000638148
          19   -0.000558 0.000488105 0.000607202
          20    0.000776   0.0005025 0.000577012
