#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.344948   -0.344948           0
           2   -0.343936   -0.344442 0.000357796
           3   -0.344812   -0.344565 0.000258916
           4   -0.343356   -0.344263  0.00032598
           5   -0.343404   -0.344091 0.000302689
           6    -0.34264   -0.343849 0.000335224
           7   -0.343988   -0.343869 0.000287919
           8   -0.341656   -0.343592 0.000361155
           9   -0.341816   -0.343395 0.000371068
          10   -0.344892   -0.343545   0.0003629
          11   -0.341092   -0.343322  0.00039248
          12    -0.34234    -0.34324 0.000368203
          13   -0.341424     -0.3431 0.000365419
          14   -0.340176   -0.342891 0.000394526
          15   -0.341968    -0.34283 0.000372996
          16   -0.341976   -0.342776 0.000353481
          17   -0.343664   -0.342829 0.000336521
          18      -0.342   -0.342783 0.000320959
          19   -0.342564   -0.342771 0.000304273
          20   -0.342704   -0.342768 0.000289078
