#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.008664   -0.008664           0
           2   -0.015492   -0.012078  0.00241406
           3    0.012192   -0.003988  0.00679869
           4    0.001228   -0.002684  0.00522257
           5   -0.008294   -0.003806  0.00429689
           6   -0.009016 -0.00467433  0.00366743
           7   -0.008802   -0.005264  0.00319057
           8   -0.008936   -0.005723  0.00282457
           9    0.045542-2.68889e-05  0.00592827
          10    -0.01294  -0.0013182  0.00547427
          11   -0.000708 -0.00126273  0.00497689
          12   -0.012764 -0.00222117  0.00465352
          13   -0.018898   -0.003504  0.00446888
          14    0.009468 -0.00257743  0.00424465
          15   -0.016876 -0.00353067   0.0040673
          16   -0.028904  -0.0051165  0.00411064
          17   -0.000984 -0.00487341  0.00387602
          18   -0.009146 -0.00511078  0.00366795
          19    0.022754 -0.00364421  0.00375666
          20   -0.023964  -0.0046602  0.00370367
