#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1           1           1           0
           2    0.999988    0.999994 4.24264e-06
           3    -0.43075    0.523079    0.389399
           4   -0.999998     0.14231     0.44049
           5   -0.993698  -0.0848916    0.406788
           6   -0.999998   -0.237409    0.366469
           7   -0.999994    -0.34635    0.329911
           8   -0.999988   -0.428055    0.298618
           9    -0.99993   -0.491596    0.272115
          10   -0.956174   -0.538054    0.248838
          11          -1   -0.580049    0.229732
          12   -0.999834   -0.615031    0.213235
          13   -0.999982   -0.644643    0.198878
          14    -0.99997   -0.670023    0.186284
          15   -0.999926   -0.692017    0.175159
          16   -0.980368   -0.710039    0.165136
          17    -0.99994   -0.727092      0.1563
          18   -0.999996   -0.742253     0.14835
          19          -1   -0.755819    0.141161
          20   -0.980746   -0.767065    0.134551
