#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.39314    -0.39314           0
           2   -0.392536   -0.392838 0.000213546
           3   -0.393484   -0.393053  0.00022623
           4   -0.394724   -0.393471 0.000399528
           5   -0.391988   -0.393174 0.000415374
           6    -0.39416   -0.393339  0.00037723
           7   -0.394856   -0.393555 0.000380555
           8   -0.396172   -0.393882 0.000452198
           9   -0.394988   -0.394005 0.000418305
          10   -0.393932   -0.393998 0.000376538
          11   -0.393588   -0.393961 0.000344148
          12    -0.39442   -0.393999  0.00031759
          13   -0.393824   -0.393986 0.000293445
          14   -0.393932   -0.393982 0.000272509
          15    -0.39518   -0.394062 0.000265793
          16   -0.393916   -0.394052 0.000249337
          17    -0.39344   -0.394016 0.000237259
          18   -0.395536   -0.394101 0.000238624
          19   -0.392948    -0.39404 0.000233652
          20   -0.393732   -0.394025 0.000222477
