#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.799424    0.799424           0
           2    0.659372    0.729398   0.0495159
           3   -0.989748    0.156349    0.469055
           4    0.488252    0.239325    0.359056
           5    0.276826    0.246825    0.287323
           6    0.987832    0.370326    0.264651
           7    -0.74335     0.21123    0.270469
           8    0.733858    0.276558    0.244423
           9    0.612532    0.313889    0.220097
          10   -0.524574    0.230042    0.213461
          11   -0.624794     0.15233    0.207721
          12    0.415382    0.174251    0.191564
          13    0.164002    0.173463     0.17683
          14   -0.875652   0.0985259    0.179376
          15   -0.458574   0.0613859    0.171219
          16    -0.51614   0.0252905    0.164279
          17      0.9795   0.0814205    0.163924
          18    0.757852       0.119    0.159067
          19    0.327304    0.129963    0.151072
          20   -0.683178   0.0893063    0.148889
