#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.272595    0.272595           0
           2    0.269125     0.27086  0.00122699
           3    0.267895    0.269872  0.00114907
           4    0.267768    0.269346 0.000974792
           5    0.271854    0.269847 0.000899664
           6     0.26616    0.269233 0.000936364
           7    0.272276    0.269668 0.000897844
           8    0.269093    0.269596  0.00078848
           9    0.269122    0.269543 0.000702628
          10    0.270702    0.269659 0.000641855
          11     0.26918    0.269615  0.00058498
          12      0.2681    0.269489 0.000549701
          13    0.275361    0.269941 0.000667693
          14    0.276193    0.270387 0.000754714
          15    0.275817    0.270749  0.00078644
          16    0.266644    0.270493 0.000778013
          17    0.274886    0.270751  0.00077397
          18    0.265547    0.270462 0.000783108
          19    0.265295     0.27019 0.000787697
          20    0.268595     0.27011 0.000752337
