#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.00247     0.00247           0
           2   -0.005266   -0.001398  0.00273509
           3   -0.001354 -0.00138333  0.00182343
           4   -0.001762   -0.001478  0.00137003
           5   -0.001426  -0.0014676  0.00109606
           6   -0.000876   -0.001369  0.00091781
           7    0.006734-0.000211429  0.00132945
           8   -0.000738 -0.00027725   0.0011649
           9    0.002532 3.48889e-05  0.00107647
          10    0.002432   0.0002746 0.000995156
          11    0.001408 0.000377636 0.000910005
          12     -0.0047   -4.55e-05 0.000927344
          13    0.004674 0.000317538 0.000924344
          14     0.00087    0.000357 0.000859161
          15    0.001736 0.000448933 0.000806787
          16    0.001112 0.000490375 0.000757427
          17   -0.006824 6.01176e-05 0.000826086
          18    0.001504 0.000140333 0.000784077
          19    -0.00156 5.08421e-05   0.0007479
          20   -0.006178  -0.0002606 0.000772634
