#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.006976    0.006976           0
           2   -0.002142    0.002417   0.0032237
           3   -0.001578  0.00108533  0.00240853
           4     0.00073   0.0009965  0.00180803
           5    0.001918   0.0011808  0.00145579
           6     0.00259  0.00141567  0.00123196
           7    -0.00148    0.001002  0.00112327
           8    0.001454   0.0010585  0.00098428
           9     0.00222  0.00118756 0.000883336
          10   -0.003262   0.0007426  0.00090012
          11   -0.000254    0.000652 0.000822838
          12   -0.003948 0.000268667  0.00083882
          13     0.00508 0.000638769  0.00085204
          14    0.000502    0.000629 0.000791236
          15   -0.004384   0.0002948 0.000805982
          16    -0.00015    0.000267 0.000756087
          17    0.005736 0.000588706 0.000777044
          18   -0.003818 0.000343889 0.000771478
          19    0.003548 0.000512526 0.000749079
          20     0.00164   0.0005689 0.000713743
