#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.001528    0.001528           0
           2    0.002856    0.002192 0.000469519
           3    0.002626  0.00233667 0.000334558
           4     0.00206   0.0022675 0.000257969
           5   -0.001386   0.0015368 0.000685368
           6    0.006898  0.00243033 0.000995759
           7   -0.002116  0.00178086  0.00104405
           8    0.004186   0.0020815 0.000955848
           9   -0.010686 0.000662889  0.00158453
          10    0.010104    0.001607  0.00168402
          11   -0.001326  0.00134036  0.00155189
          12    0.012816  0.00229667  0.00169174
          13    0.008352  0.00276246  0.00162447
          14    0.006638  0.00303929  0.00153184
          15   -0.003592   0.0025972  0.00149215
          16   -0.006902   0.0020035   0.0015124
          17     0.00612  0.00224565  0.00144269
          18    0.005578  0.00243078  0.00137436
          19    0.005002  0.00256611  0.00130867
          20   -0.003134   0.0022811   0.0012739
