#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.503276   -0.503276           0
           2   -0.506296   -0.504786  0.00106773
           3   -0.503748    -0.50444 0.000765833
           4   -0.505096   -0.504604 0.000591674
           5   -0.503596   -0.504402 0.000506521
           6   -0.506952   -0.504827 0.000573274
           7    -0.50414   -0.504729 0.000499716
           8   -0.503752   -0.504607 0.000451932
           9   -0.507548   -0.504934 0.000506257
          10   -0.505828   -0.505023 0.000463461
          11   -0.502868   -0.504827 0.000460885
          12   -0.504312   -0.504784 0.000424474
          13   -0.503692     -0.5047 0.000400052
          14   -0.504192   -0.504664 0.000373121
          15   -0.504856   -0.504677 0.000348466
          16   -0.503912   -0.504629 0.000329949
          17   -0.505672    -0.50469 0.000316193
          18   -0.504856     -0.5047  0.00029876
          19     -0.5037   -0.504647 0.000287631
          20   -0.505292   -0.504679 0.000275052
