,sigma,epochs,train_dim,loss,val_loss
124,0.6842105263157894,80.0,10.0,0.31848904490470886,0.6357990503311157
125,0.6842105263157894,90.0,10.0,0.2791326642036438,0.6044458746910095
126,0.7368421052631579,10.0,10.0,1.9239380359649658,1.6753736734390259
127,0.7368421052631579,20.0,10.0,1.3554160594940186,1.2964633703231812
128,0.7368421052631579,30.0,10.0,0.9801314473152161,1.0544606447219849
129,0.7368421052631579,40.0,10.0,0.7309117317199707,0.8981564044952393
130,0.7368421052631579,50.0,10.0,0.5640115141868591,0.7950665354728699
131,0.7368421052631579,60.0,10.0,0.45093783736228943,0.7247087359428406
132,0.7368421052631579,70.0,10.0,0.37312889099121094,0.6742668747901917
133,0.7368421052631579,80.0,10.0,0.3184890151023865,0.6357990503311157
134,0.7368421052631579,90.0,10.0,0.2791326344013214,0.6044458746910095
135,0.7894736842105263,10.0,10.0,1.9239380359649658,1.6753736734390259
136,0.7894736842105263,20.0,10.0,1.355415940284729,1.2964633703231812
137,0.7894736842105263,30.0,10.0,0.9801315069198608,1.0544606447219849
138,0.7894736842105263,40.0,10.0,0.730911910533905,0.8981564044952393
139,0.7894736842105263,50.0,10.0,0.5640114545822144,0.7950665354728699
140,0.7894736842105263,60.0,10.0,0.4509378969669342,0.7247087359428406
141,0.7894736842105263,70.0,10.0,0.37312889099121094,0.6742668747901917
142,0.7894736842105263,80.0,10.0,0.3184890151023865,0.6357990503311157
143,0.7894736842105263,90.0,10.0,0.2791326642036438,0.6044458746910095
144,0.8421052631578947,10.0,10.0,1.9239380359649658,1.6753736734390259
145,0.8421052631578947,20.0,10.0,1.3554160594940186,1.2964633703231812
146,0.8421052631578947,30.0,10.0,0.9801315069198608,1.0544606447219849
147,0.8421052631578947,40.0,10.0,0.7309118509292603,0.8981564044952393
148,0.8421052631578947,50.0,10.0,0.5640115737915039,0.7950665354728699
149,0.8421052631578947,60.0,10.0,0.4509379267692566,0.7247087359428406
150,0.8421052631578947,70.0,10.0,0.3731289207935333,0.6742668747901917
151,0.8421052631578947,80.0,10.0,0.31848904490470886,0.6357990503311157
152,0.8421052631578947,90.0,10.0,0.2791326642036438,0.6044458746910095
153,0.894736842105263,10.0,10.0,1.9239380359649658,1.6753736734390259
154,0.894736842105263,20.0,10.0,1.355415940284729,1.2964633703231812
155,0.894736842105263,30.0,10.0,0.9801315069198608,1.0544606447219849
156,0.894736842105263,40.0,10.0,0.7309118509292603,0.8981564044952393
157,0.894736842105263,50.0,10.0,0.5640115141868591,0.7950665354728699
158,0.894736842105263,60.0,10.0,0.45093783736228943,0.7247087359428406
159,0.894736842105263,70.0,10.0,0.3731289207935333,0.6742668747901917
160,0.894736842105263,80.0,10.0,0.3184890151023865,0.6357990503311157
161,0.894736842105263,90.0,10.0,0.2791326344013214,0.6044458746910095
162,0.9473684210526315,10.0,10.0,1.9239380359649658,1.6753737926483154
163,0.9473684210526315,20.0,10.0,1.355415940284729,1.2964633703231812
164,0.9473684210526315,30.0,10.0,0.9801316261291504,1.0544606447219849
165,0.9473684210526315,40.0,10.0,0.7309117317199707,0.8981564044952393
166,0.9473684210526315,50.0,10.0,0.5640115141868591,0.7950665354728699
167,0.9473684210526315,60.0,10.0,0.45093780755996704,0.7247087359428406
168,0.9473684210526315,70.0,10.0,0.37312889099121094,0.6742668747901917
169,0.9473684210526315,80.0,10.0,0.31848904490470886,0.6357990503311157
170,0.9473684210526315,90.0,10.0,0.2791326642036438,0.6044458746910095
171,1.0,10.0,10.0,1.9239380359649658,1.6753736734390259
172,1.0,20.0,10.0,1.3554160594940186,1.2964633703231812
173,1.0,30.0,10.0,0.9801315069198608,1.0544606447219849
174,1.0,40.0,10.0,0.7309118509292603,0.8981564044952393
175,1.0,50.0,10.0,0.5640115737915039,0.7950665354728699
176,1.0,60.0,10.0,0.4509378969669342,0.7247087359428406
177,1.0,70.0,10.0,0.37312889099121094,0.6742668747901917
178,1.0,80.0,10.0,0.3184890151023865,0.6357990503311157
179,1.0,90.0,10.0,0.2791326642036438,0.6044458746910095
180,0.0,10.0,60.0,1.482977032661438,1.2891056537628174
181,0.0,20.0,60.0,0.9733752012252808,0.9059363603591919
182,0.0,30.0,60.0,0.6789557933807373,0.6734380125999451
