#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.759132   -0.759132           0
           2   -0.760704   -0.759918 0.000555786
           3    -0.76206   -0.760632 0.000690762
           4   -0.760568   -0.760616 0.000518257
           5   -0.763992   -0.761291 0.000732539
           6     -0.7607   -0.761193 0.000617041
           7   -0.765116   -0.761753 0.000740935
           8    -0.76414   -0.762052 0.000705837
           9   -0.758336   -0.761639 0.000738335
          10   -0.755924   -0.761067 0.000857601
          11   -0.760192   -0.760988 0.000783319
          12   -0.759808   -0.760889 0.000724184
          13   -0.765964    -0.76128 0.000766499
          14   -0.762952   -0.761399 0.000720997
          15   -0.761308   -0.761393 0.000672956
          16   -0.756096   -0.761062 0.000707662
          17   -0.761016   -0.761059  0.00066604
          18   -0.761552   -0.761087   0.0006296
          19   -0.764736   -0.761279 0.000625074
          20   -0.763428   -0.761386 0.000602987
