#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.800388   -0.800388           0
           2   -0.808708   -0.804548  0.00294156
           3    -0.80468   -0.804592  0.00196137
           4   -0.803576   -0.804338  0.00148738
           5   -0.802036   -0.803878  0.00125915
           6     -0.8022   -0.803598  0.00107989
           7   -0.803292   -0.803554 0.000926502
           8   -0.799508   -0.803049 0.000938648
           9   -0.802792    -0.80302 0.000834786
          10    -0.80548   -0.803266 0.000786719
          11   -0.804996   -0.803423  0.00073075
          12   -0.806412   -0.803672 0.000711032
          13    -0.80816   -0.804018 0.000735377
          14    -0.80212   -0.803882 0.000695228
          15   -0.807196   -0.804103 0.000683083
          16   -0.803464   -0.804063 0.000641556
          17   -0.807836   -0.804285 0.000641059
          18   -0.804672   -0.804306 0.000605805
          19   -0.803544   -0.804266 0.000575248
          20   -0.806944     -0.8044  0.00056185
