#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.343112   -0.343112           0
           2    -0.34276   -0.342936 0.000124451
           3   -0.342556   -0.342809 0.000132589
           4   -0.342004   -0.342608 0.000200724
           5   -0.342968    -0.34268 0.000173011
           6    -0.34132   -0.342453 0.000252193
           7     -0.3433   -0.342574 0.000243448
           8   -0.342388   -0.342551 0.000214128
           9   -0.341492   -0.342433 0.000220306
          10    -0.34068   -0.342258 0.000258807
          11   -0.340412    -0.34209 0.000284533
          12   -0.344748   -0.342312 0.000336148
          13   -0.341008   -0.342211 0.000324905
          14     -0.3427   -0.342246 0.000303566
          15   -0.341724   -0.342211 0.000285318
          16   -0.343924   -0.342318  0.00028686
          17   -0.341856   -0.342291 0.000271273
          18   -0.344952   -0.342439 0.000293727
          19   -0.342376   -0.342436 0.000278287
          20   -0.340676   -0.342348 0.000277935
