#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.250485    0.250485           0
           2    0.245086    0.247786   0.0019089
           3    0.258448     0.25134   0.0031688
           4    0.247666    0.250421  0.00250619
           5    0.240857    0.248509  0.00263571
           6     0.25117    0.248952  0.00223344
           7    0.249818    0.249076   0.0019178
           8    0.247847    0.248922  0.00168422
           9     0.25217    0.249283  0.00153526
          10    0.247785    0.249133  0.00138903
          11    0.251062    0.249309  0.00127377
          12    0.250493    0.249407  0.00117144
          13    0.247999    0.249299  0.00108632
          14    0.249608    0.249321  0.00100895
          15    0.253831    0.249622 0.000985473
          16    0.251358     0.24973 0.000929837
          17    0.252883    0.249916 0.000893449
          18    0.253632    0.250122  0.00086734
          19    0.249855    0.250108 0.000821804
          20    0.247914    0.249998 0.000788005
