#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    0.740396    0.740396           0
           2     0.72733    0.733863  0.00461943
           3    0.730867    0.732864  0.00318572
           4    0.739654    0.734562  0.00280532
           5    0.735183    0.734686  0.00224701
           6    0.728953     0.73373   0.0020657
           7    0.725657    0.732577  0.00206765
           8    0.715357    0.730425   0.0027069
           9    0.722071    0.729497  0.00256031
          10    0.725074    0.729054  0.00234216
          11    0.717916    0.728042   0.0023379
          12     0.72194    0.727533  0.00219767
          13    0.711696    0.726315  0.00234208
          14     0.71442    0.725465  0.00232379
          15      0.7357    0.726148  0.00226683
          16    0.735861    0.726755  0.00220496
          17    0.710584    0.725804  0.00227118
          18    0.731989    0.726147  0.00217084
          19    0.725653    0.726121  0.00205674
          20    0.744807    0.727055  0.00215569
