#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     0.96661     0.96661           0
           2    0.955823    0.961217  0.00381366
           3     0.96241    0.961614   0.0025631
           4    0.966058    0.962725  0.00214966
           5     0.96363    0.962906  0.00172732
           6     0.98026    0.965799  0.00300716
           7    0.931043    0.960834  0.00527009
           8    0.974647     0.96256    0.004886
           9      0.9401    0.960065  0.00493948
          10    0.957915     0.95985  0.00445021
          11    0.958225    0.959702   0.0040481
          12     0.96769    0.960368  0.00376509
          13    0.963923    0.960641  0.00348539
          14    0.971302    0.961403  0.00331857
          15    0.979702    0.962623  0.00331398
          16    0.936102    0.960965  0.00349691
          17    0.957542    0.960764    0.003297
          18    0.973605    0.961477  0.00319008
          19    0.959447     0.96137  0.00302397
          20    0.940375     0.96032  0.00304954
