#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.993204   -0.993204           0
           2   -0.998856    -0.99603  0.00199828
           3    -0.99256   -0.994873  0.00163299
           4   -0.996264   -0.995221  0.00126121
           5   -0.992832   -0.994743  0.00109574
           6   -0.992752   -0.994411 0.000962061
           7   -0.991696   -0.994023 0.000899432
           8   -0.998308   -0.994559 0.000932929
           9   -0.991816   -0.994254 0.000877643
          10   -0.996248   -0.994454  0.00081221
          11   -0.994872   -0.994492 0.000739263
          12   -0.999664   -0.994923 0.000793426
          13   -0.997888   -0.995151 0.000764479
          14   -0.991908   -0.994919 0.000744136
          15   -0.998716   -0.995172 0.000736321
          16   -0.997344   -0.995308   0.0007027
          17   -0.999384   -0.995548 0.000701077
          18    -0.99356   -0.995437 0.000670769
          19     -0.9994   -0.995646 0.000667102
          20   -0.993864   -0.995557 0.000639669
