#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.04762     0.04762           0
           2    0.039758    0.043689  0.00277964
           3    0.029834   0.0390707  0.00420158
           4    0.037644    0.038714  0.00316629
           5    0.041436   0.0392584  0.00257941
           6    0.045296   0.0402647  0.00233756
           7     0.03937   0.0401369  0.00200711
           8    0.041652   0.0403263  0.00176514
           9    0.030388    0.039222    0.001883
          10    0.034226   0.0387224  0.00175973
          11    0.029304   0.0378662  0.00179601
          12    0.033612   0.0375117  0.00168097
          13    0.032722   0.0371432  0.00159153
          14    0.032882   0.0368389  0.00150667
          15    0.020398   0.0357428  0.00176032
          16    0.035856   0.0357499  0.00165032
          17    0.036022   0.0357659  0.00155332
          18    0.036752   0.0358207  0.00146799
          19    0.040096   0.0360457  0.00140786
          20    0.035652    0.036026  0.00133761
