#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.936124   -0.936124           0
           2   -0.931952   -0.934038  0.00147502
           3   -0.934404    -0.93416 0.000988382
           4   -0.933288   -0.933942  0.00076495
           5   -0.935192   -0.934192 0.000651533
           6   -0.928488   -0.933241  0.00102368
           7   -0.932864   -0.933187 0.000878861
           8     -0.9284   -0.932589 0.000951167
           9   -0.928448   -0.932129 0.000950273
          10   -0.924376   -0.931354  0.00112801
          11   -0.936672   -0.931837  0.00112432
          12   -0.937928   -0.932345  0.00113945
          13    -0.93342   -0.932427   0.0010548
          14   -0.937588   -0.932796  0.00104188
          15   -0.934632   -0.932918 0.000979582
          16   -0.939256   -0.933314 0.000995224
          17    -0.93414   -0.933363 0.000937866
          18   -0.936108   -0.933516 0.000898074
          19   -0.938004   -0.933752  0.00088133
          20   -0.933184   -0.933723 0.000837721
