#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.379932   -0.379932           0
           2   -0.380336   -0.380134 0.000142836
           3   -0.380088   -0.380119 9.60432e-05
           4    -0.37844   -0.379699 0.000370511
           5   -0.381912   -0.380142 0.000494544
           6   -0.378492   -0.379867 0.000482528
           7    -0.37926    -0.37978 0.000421307
           8   -0.381104   -0.379945 0.000399831
           9   -0.381052   -0.380068  0.00037383
          10   -0.380484    -0.38011 0.000338748
          11   -0.377192   -0.379845 0.000398507
          12   -0.380776   -0.379922 0.000372778
          13   -0.380612   -0.379975 0.000347857
          14   -0.379176   -0.379918 0.000327663
          15   -0.381932   -0.380053 0.000332184
          16   -0.379016   -0.379988 0.000317676
          17    -0.38198   -0.380105 0.000319876
          18   -0.378032    -0.37999  0.00032217
          19    -0.37974   -0.379977 0.000305481
          20   -0.379252    -0.37994 0.000292348
