#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.26984     0.26984           0
           2    0.269949    0.269894 3.85576e-05
           3    0.269099    0.269629  0.00021796
           4    0.271984    0.270218 0.000535503
           5    0.271425    0.270459 0.000479747
           6    0.276042     0.27139 0.000938787
           7    0.269649    0.271141  0.00083695
           8    0.271149    0.271142 0.000732332
           9    0.269976    0.271013 0.000662317
          10    0.271272    0.271039 0.000596595
          11    0.269378    0.270888 0.000561132
          12    0.269429    0.270766 0.000527379
          13    0.264217    0.270262  0.00068646
          14    0.272761    0.270441 0.000660218
          15    0.264405    0.270038 0.000728584
          16    0.273963    0.270284 0.000723168
          17    0.274848    0.270552 0.000728772
          18    0.271885    0.270626 0.000692038
          19    0.272461    0.270723 0.000662321
          20    0.267886    0.270581 0.000644219
