#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.13764     0.13764           0
           2    0.135781    0.136711 0.000656954
           3    0.136328    0.136583   0.0004502
           4    0.137102    0.136713 0.000355849
           5    0.136964    0.136763 0.000288209
           6    0.136521    0.136723 0.000242986
           7    0.137717    0.136865 0.000246342
           8    0.136192    0.136781 0.000229431
           9    0.137969    0.136913 0.000238919
          10    0.135864    0.136808 0.000236936
          11    0.137657    0.136885 0.000227634
          12    0.135519    0.136771 0.000235411
          13    0.135264    0.136655 0.000244201
          14    0.137664    0.136727 0.000237145
          15    0.139704    0.136926 0.000292822
          16    0.134036    0.136745 0.000325472
          17    0.138197     0.13683 0.000317336
          18    0.136673    0.136822 0.000299827
          19    0.137352     0.13685 0.000285345
          20    0.137192    0.136867 0.000271591
