#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.02172     0.02172           0
           2     0.01743    0.019575  0.00151674
           3     0.01761     0.01892  0.00114388
           4    0.012294   0.0172635  0.00167153
           5     0.01518   0.0168468  0.00138819
           6    0.022164    0.017733  0.00141163
           7    0.013014   0.0170589  0.00136146
           8     0.01042    0.016229  0.00142187
           9    0.017578   0.0163789  0.00127176
          10    0.018154   0.0165564  0.00115691
          11     0.02262   0.0171076  0.00117575
          12    0.013542   0.0168105  0.00111468
          13    0.015046   0.0166748  0.00103717
          14    0.015316   0.0165777 0.000967616
          15    0.014492   0.0164387 0.000913044
          16     0.01548   0.0163788 0.000857943
          17     0.02763   0.0170406  0.00103164
          18     0.01537   0.0169478 0.000978492
          19    0.015222   0.0168569 0.000931199
          20    0.016436   0.0168359 0.000884877
