#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.396788   -0.396788           0
           2    -0.39264   -0.394714  0.00146654
           3   -0.395588   -0.395005  0.00100621
           4   -0.393628   -0.394661 0.000811441
           5    -0.39542   -0.394813   0.0006632
           6   -0.395644   -0.394951 0.000566951
           7    -0.39146   -0.394453 0.000670359
           8    -0.39636   -0.394691 0.000627534
           9   -0.394824   -0.394706 0.000557982
          10   -0.394444    -0.39468 0.000502798
          11    -0.39338   -0.394561 0.000470765
          12    -0.39448   -0.394555 0.000431583
          13   -0.395236   -0.394607 0.000401554
          14   -0.393732   -0.394545 0.000377705
          15   -0.396596   -0.394681 0.000376472
          16   -0.393248   -0.394592 0.000363444
          17     -0.3934   -0.394522 0.000348761
          18   -0.394864   -0.394541 0.000329903
          19   -0.394764   -0.394552 0.000312749
          20   -0.394392   -0.394544 0.000297215
