#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.034114    0.034114           0
           2    0.047622    0.040868   0.0047758
           3    0.043886    0.041874  0.00328811
           4     0.04614   0.0429405  0.00263337
           5    0.029448    0.040242   0.0032037
           6    0.052712   0.0423203  0.00327523
           7    0.036818   0.0415343  0.00290013
           8    0.050518   0.0426573  0.00274643
           9     0.05145   0.0436342  0.00260926
          10    0.040316   0.0433024  0.00236934
          11    0.041976   0.0431818  0.00215701
          12    0.055156   0.0441797  0.00219597
          13    0.042384   0.0440415  0.00203139
          14    0.035534   0.0434339  0.00197509
          15    0.038622   0.0431131  0.00186929
          16    0.036834   0.0427206  0.00179318
          17     0.04496   0.0428524  0.00169253
          18    0.048854   0.0431858  0.00163101
          19    0.048944   0.0434888  0.00157307
          20    0.036412    0.043135   0.0015337
