#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.55346    -0.55346           0
           2   -0.555684   -0.554572 0.000786303
           3   -0.554872   -0.554672 0.000530523
           4   -0.555748   -0.554941 0.000461073
           5   -0.554176   -0.554788 0.000393426
           6    -0.55398   -0.554653 0.000350145
           7   -0.555332    -0.55475 0.000313259
           8   -0.554512   -0.554721 0.000275514
           9   -0.556344   -0.554901 0.000298163
          10   -0.551488    -0.55456 0.000420524
          11   -0.555284   -0.554625 0.000387417
          12   -0.557148   -0.554836 0.000408198
          13   -0.556368   -0.554954 0.000393448
          14   -0.554932   -0.554952 0.000365348
          15    -0.55752   -0.555123 0.000378986
          16    -0.55652   -0.555211 0.000365216
          17     -0.5533   -0.555098 0.000360609
          18   -0.553204   -0.554993 0.000355598
          19   -0.553068   -0.554892 0.000351017
          20   -0.553252    -0.55481 0.000342906
