#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.367384   -0.367384           0
           2   -0.368868   -0.368126 0.000524673
           3    -0.36868   -0.368311 0.000380896
           4   -0.366836   -0.367942 0.000428422
           5    -0.36814   -0.367982 0.000344563
           6   -0.367596   -0.367917 0.000293068
           7   -0.365396   -0.367557 0.000417499
           8   -0.366636   -0.367442 0.000380858
           9   -0.366284   -0.367313 0.000359618
          10   -0.366116   -0.367194  0.00034301
          11   -0.367088   -0.367184 0.000311962
          12    -0.36618     -0.3671 0.000296973
          13   -0.365292   -0.366961 0.000304971
          14   -0.365296   -0.366842 0.000305504
          15   -0.366368   -0.366811 0.000286769
          16   -0.367192   -0.366834 0.000269834
          17   -0.366312   -0.366804 0.000255706
          18    -0.36738   -0.366836 0.000243496
          19   -0.366496   -0.366818 0.000231336
          20   -0.367944   -0.366874 0.000226518
