#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.21278     0.21278           0
           2    0.193432    0.203106  0.00684055
           3    0.181092    0.195768  0.00752957
           4    0.231232    0.204634  0.00953127
           5    0.235046    0.210716  0.00936682
           6    0.166222    0.203301   0.0103323
           7     0.23181    0.207373  0.00962554
           8     0.17945    0.203883  0.00903306
           9    0.219346    0.205601  0.00819115
          10    0.213892     0.20643  0.00741387
          11    0.240418     0.20952  0.00735561
          12      0.2243    0.210752  0.00684499
          13    0.227126    0.212011  0.00643329
          14    0.196078    0.210873   0.0060736
          15    0.177808    0.208669  0.00605552
          16    0.235412     0.21034  0.00590322
          17    0.202158    0.209859  0.00557556
          18    0.191042    0.208814  0.00536291
          19     0.19976    0.208337  0.00510178
          20     0.21455    0.208648  0.00485614
