#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1           0           0           0
           2 0.000533253 0.000266627 0.000188534
           3  0.00479352  0.00177559  0.00123846
           4 0.000177769  0.00137614 0.000991174
           5   0.0136362  0.00382815  0.00233209
           6 0.000177769  0.00321975  0.00202121
           7 0.000533253  0.00283596  0.00176853
           8    0.106972    0.015853   0.0122742
           9           0   0.0140915   0.0110361
          10 0.000177769   0.0127002   0.0100198
          11           0   0.0115456   0.0091752
          12  0.00106635   0.0106723  0.00845206
          13  0.00177689  0.00998806  0.00782955
          14  0.00035552  0.00930003  0.00730046
          15  0.00426155  0.00896413  0.00682149
          16   0.0378113   0.0107671  0.00662913
          17 0.000177769   0.0101442  0.00626838
          18  0.00035552  0.00960036  0.00594368
          19           0  0.00909508  0.00565229
          20   0.0132833  0.00930449  0.00537355
