#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.28028     1.28028           0
           2      1.2562     1.26824  0.00851155
           3     1.27703     1.27117  0.00615801
           4     1.24374     1.26431  0.00752324
           5     1.23102     1.25765  0.00846757
           6     1.19942     1.24795    0.011326
           7     1.23706     1.24639  0.00981422
           8       1.242     1.24584  0.00860278
           9     1.21137     1.24201  0.00845678
          10     1.25573     1.24338  0.00772157
          11     1.21445     1.24075   0.0074541
          12     1.22565      1.2395  0.00693839
          13     1.23922     1.23947   0.0064047
          14      1.1949     1.23629  0.00669207
          15     1.24099      1.2366  0.00625326
          16     1.21529     1.23527   0.0060026
          17     1.23431     1.23522  0.00564977
          18     1.22472     1.23463  0.00536588
          19     1.28357     1.23721  0.00566805
          20     1.18912      1.2348  0.00587257
