#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.07766     0.07766           0
           2    0.073104    0.075382  0.00161079
           3    0.071128    0.073964  0.00157913
           4    0.059492    0.070346  0.00334965
           5     0.07736   0.0717488  0.00295891
           6    0.076188   0.0724887  0.00255659
           7    0.073404   0.0726194   0.0021947
           8    0.062712    0.071381  0.00224272
           9    0.080942   0.0724433  0.00223099
          10    0.064832   0.0716822  0.00213378
          11    0.066628   0.0712227  0.00198865
          12     0.07652   0.0716642  0.00187129
          13    0.054414   0.0703372  0.00214686
          14    0.087696   0.0715771  0.00232415
          15      0.0732   0.0716853  0.00217172
          16     0.07707   0.0720219   0.0020619
          17    0.072832   0.0720695  0.00194116
          18    0.078212   0.0724108  0.00186308
          19     0.07652   0.0726271  0.00177753
          20    0.088184   0.0734049  0.00185104
