#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.849772   -0.849772           0
           2   -0.847996   -0.848884 0.000627911
           3   -0.848796   -0.848855 0.000419292
           4   -0.850336   -0.849225 0.000449167
           5   -0.847236   -0.848827 0.000505684
           6   -0.848616   -0.848792 0.000422627
           7   -0.847092   -0.848549 0.000426357
           8     -0.8428   -0.847831 0.000768809
           9   -0.845348   -0.847555 0.000731195
          10   -0.851224   -0.847922 0.000744473
          11   -0.849916   -0.848103 0.000698522
          12     -0.8462   -0.847944 0.000658066
          13   -0.844156   -0.847653 0.000668863
          14    -0.84806   -0.847682 0.000621719
          15   -0.853208    -0.84805 0.000680724
          16   -0.847812   -0.848036 0.000638341
          17   -0.846364   -0.847937 0.000608317
          18   -0.845936   -0.847826 0.000584593
          19   -0.845512   -0.847704 0.000566369
          20   -0.850112   -0.847825 0.000550697
