#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.91068     1.91068           0
           2     1.86963     1.89015   0.0145115
           3     1.93982     1.90671   0.0166221
           4     1.89747      1.9044   0.0126259
           5     1.84864     1.89325   0.0141953
           6      1.9061     1.89539   0.0119899
           7     1.90479     1.89673    0.010352
           8     1.91315     1.89878  0.00925922
           9      1.9214      1.9013   0.0085646
          10     1.93174     1.90434  0.00823137
          11     1.87472     1.90165  0.00791143
          12     1.95021      1.9057  0.00822232
          13     1.91849     1.90668  0.00764853
          14     1.90492     1.90655  0.00710324
          15     1.89231      1.9056  0.00669284
          16     1.94097     1.90781  0.00662952
          17     1.87022      1.9056  0.00659803
          18     1.91479     1.90611  0.00625117
          19     1.81878     1.90152  0.00742209
          20      1.9828     1.90558   0.0080875
