#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583804   -0.583804           0
           2   -0.583872   -0.583838 2.40416e-05
           3    -0.58372   -0.583799 3.58928e-05
           4   -0.582884    -0.58357 0.000199852
           5   -0.586012   -0.584058 0.000465177
           6   -0.585196   -0.584248 0.000424532
           7   -0.583068   -0.584079 0.000395941
           8   -0.583472   -0.584004 0.000353653
           9   -0.581384   -0.583712 0.000417279
          10   -0.583956   -0.583737 0.000376262
          11   -0.583656   -0.583729 0.000342128
          12   -0.582228   -0.583604 0.000335718
          13    -0.58476   -0.583693 0.000321448
          14   -0.581516   -0.583538 0.000333995
          15   -0.583572    -0.58354 0.000311736
          16   -0.582076   -0.583449 0.000305386
          17   -0.582288    -0.58338 0.000294953
          18   -0.582676   -0.583341  0.00028115
          19   -0.583224   -0.583335  0.00026642
          20   -0.580392   -0.583188  0.00029091
