#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.412138    0.412138           0
           2    0.412071    0.412105 2.37268e-05
           3    0.420156    0.414788  0.00219127
           4    0.405776    0.412535  0.00255117
           5    0.412227    0.412474  0.00204168
           6    0.421335    0.413951  0.00217086
           7    0.422099    0.415115  0.00215032
           8    0.431767    0.417196  0.00270764
           9    0.410134    0.416412  0.00251795
          10    0.406193     0.41539  0.00246478
          11     0.42691    0.416437  0.00245315
          12    0.424638     0.41712  0.00234198
          13    0.437278    0.418671  0.00262541
          14    0.416172    0.418493  0.00244394
          15    0.413338    0.418149  0.00230504
          16    0.418534    0.418173   0.0021611
          17     0.41134    0.417771  0.00207101
          18    0.420008    0.417895  0.00195968
          19    0.429599    0.418511  0.00195094
          20    0.417028    0.418437   0.0018548
