#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.974372   -0.974372           0
           2   -0.966776   -0.970574  0.00268559
           3    -0.97364   -0.971596  0.00197531
           4   -0.976404   -0.972798  0.00181063
           5    -0.97778   -0.973794  0.00170071
           6   -0.967308   -0.972713    0.001727
           7    -0.97392   -0.972886  0.00148887
           8   -0.979308   -0.973688  0.00150369
           9   -0.964632   -0.972682  0.00163909
          10   -0.970392   -0.972453   0.0014911
          11   -0.972024   -0.972414  0.00135605
          12   -0.977636   -0.972849  0.00131101
          13   -0.977276    -0.97319   0.0012536
          14    -0.97568   -0.973368  0.00117661
          15   -0.967928   -0.973005   0.0011527
          16   -0.970244   -0.972832   0.0010935
          17   -0.981812   -0.973361  0.00114969
          18   -0.972196   -0.973296  0.00108764
          19   -0.979156   -0.973604  0.00107324
          20   -0.970024   -0.973425   0.0010344
