#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.332104   -0.332104           0
           2   -0.330512   -0.331308 0.000562857
           3    -0.33204   -0.331552 0.000424846
           4    -0.33168   -0.331584 0.000319837
           5    -0.33318   -0.331903  0.00038338
           6    -0.33238   -0.331983 0.000327616
           7   -0.328896   -0.331542 0.000495498
           8   -0.333244   -0.331754 0.000477067
           9   -0.331732   -0.331752 0.000424066
          10   -0.330672   -0.331644 0.000395173
          11   -0.330636   -0.331552  0.00036972
          12   -0.331928   -0.331584 0.000340233
          13    -0.33182   -0.331602 0.000314546
          14     -0.3323   -0.331652 0.000296005
          15   -0.332432   -0.331704 0.000280805
          16   -0.331376   -0.331683 0.000264001
          17   -0.330492   -0.331613 0.000257603
          18   -0.332652   -0.331671 0.000249673
          19   -0.330116   -0.331589 0.000249584
          20   -0.330304   -0.331525 0.000245236
