#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.022934    0.022934           0
           2     0.01149    0.017212  0.00404607
           3    0.013484   0.0159693   0.0028819
           4     0.02034    0.017062  0.00235949
           5    0.020018   0.0176532  0.00196026
           6    0.015748   0.0173357  0.00165907
           7    0.016386      0.0172  0.00142759
           8     0.01858   0.0173725  0.00125952
           9      0.0194   0.0175978  0.00113954
          10     0.01312     0.01715  0.00111009
          11    0.017856   0.0172142  0.00101102
          12     0.02036   0.0174763 0.000960156
          13    0.022542    0.017866 0.000962125
          14    0.018392   0.0179036 0.000894135
          15    0.021166   0.0181211 0.000860572
          16    0.017488   0.0180815 0.000807695
          17     0.01761   0.0180538  0.00076066
          18     0.02033   0.0181802 0.000728837
          19    0.016612   0.0180977 0.000695135
          20    0.019228   0.0181542 0.000662671
