#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1          -1          -1           0
           2   -0.999988   -0.999994 4.24264e-06
           3   -0.999892    -0.99996 2.79046e-05
           4   -0.999996   -0.999969 2.23327e-05
           5   -0.999692   -0.999914 5.26738e-05
           6   -0.999996   -0.999927   4.565e-05
           7   -0.999988   -0.999936 3.99428e-05
           8   -0.997516   -0.999633 0.000285113
           9          -1   -0.999674 0.000256325
          10   -0.999996   -0.999706 0.000232704
          11          -1   -0.999733 0.000213074
          12   -0.999976   -0.999753 0.000196277
          13    -0.99996   -0.999769 0.000181822
          14   -0.999992   -0.999785 0.000169529
          15   -0.999904   -0.999793 0.000158412
          16    -0.99914   -0.999752  0.00015368
          17   -0.999996   -0.999767 0.000145307
          18   -0.999992   -0.999779 0.000137773
          19          -1   -0.999791 0.000131012
          20     -0.9997   -0.999786  0.00012454
