#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.040526    0.040526           0
           2    0.031588    0.036057  0.00316006
           3      0.0303    0.034138   0.0026255
           4      0.0392   0.0354035  0.00225357
           5     0.04212   0.0367468  0.00216653
           6    0.033994    0.036288  0.00185338
           7    0.040268   0.0368566  0.00167356
           8    0.038118   0.0370143  0.00147177
           9    0.032082   0.0364662  0.00140658
          10    0.023114    0.035131  0.00179083
          11    0.041538   0.0357135  0.00172014
          12    0.031248   0.0353413  0.00161655
          13     0.01766   0.0339812  0.00198349
          14    0.026872   0.0334734  0.00190571
          15    0.029468   0.0332064  0.00179727
          16    0.032678   0.0331734  0.00168525
          17    0.035804   0.0333281   0.0015932
          18    0.039166   0.0336524  0.00153735
          19     0.03197   0.0335639  0.00145898
          20    0.033796   0.0335755  0.00138608
