#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.355696   -0.355696           0
           2     -0.3554   -0.355548 0.000104652
           3   -0.352612   -0.354569 0.000802118
           4   -0.355344   -0.354763 0.000624531
           5   -0.355216   -0.354854 0.000506154
           6   -0.354296   -0.354761 0.000430242
           7   -0.354864   -0.354775 0.000369032
           8   -0.354272   -0.354712 0.000328224
           9    -0.35654   -0.354916 0.000348957
          10    -0.35556    -0.35498 0.000319957
          11    -0.35382   -0.354875 0.000307758
          12   -0.355092   -0.354893 0.000282645
          13   -0.353036    -0.35475 0.000294786
          14    -0.35424   -0.354713  0.00027597
          15   -0.352996   -0.354599 0.000280319
          16    -0.35396   -0.354559 0.000265628
          17   -0.353628   -0.354504 0.000255586
          18    -0.35664   -0.354623 0.000267515
          19   -0.355676   -0.354678 0.000259113
          20   -0.353348   -0.354612 0.000254552
