#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.717924   -0.717924           0
           2   -0.719604   -0.718764  0.00059397
           3   -0.719064   -0.718864  0.00040431
           4   -0.721368    -0.71949 0.000621174
           5   -0.718048   -0.719202   0.0005599
           6   -0.718932   -0.719157 0.000468383
           7   -0.723708   -0.719807 0.000723557
           8    -0.72218   -0.720104 0.000691251
           9   -0.720912   -0.720193 0.000620255
          10   -0.719216   -0.720096 0.000565877
          11   -0.721164   -0.720193 0.000522703
          12   -0.721448   -0.720297   0.0004895
          13   -0.721256   -0.720371 0.000457367
          14   -0.721156   -0.720427  0.00042812
          15   -0.719824   -0.720387 0.000401463
          16     -0.7203   -0.720382 0.000376408
          17   -0.716892   -0.720176 0.000406399
          18   -0.719356   -0.720131 0.000386367
          19   -0.718568   -0.720048 0.000374684
          20   -0.722664   -0.720179 0.000378085
