#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504892   -0.504892           0
           2   -0.505728    -0.50531 0.000295571
           3   -0.504768   -0.505129 0.000246146
           4    -0.50316   -0.504637 0.000464623
           5   -0.505928   -0.504895   0.0004376
           6   -0.507136   -0.505269 0.000499212
           7   -0.503272   -0.504983 0.000502825
           8   -0.504628   -0.504939  0.00044193
           9   -0.505312    -0.50498 0.000394765
          10   -0.503172     -0.5048 0.000394543
          11    -0.50314   -0.504649 0.000386447
          12   -0.506404   -0.504795 0.000380921
          13   -0.503596   -0.504703 0.000362614
          14   -0.504972   -0.504722 0.000337222
          15    -0.50302   -0.504609 0.000333284
          16   -0.503804   -0.504558 0.000316224
          17   -0.504684   -0.504566 0.000297709
          18   -0.504684   -0.504572 0.000281242
          19   -0.504472   -0.504567  0.00026649
          20   -0.504164   -0.504547 0.000253926
