#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     14.5795     14.5795           0
           2     16.1324      15.356     0.54904
           3      16.496      15.736    0.479837
           4     15.9129     15.7802    0.361911
           5     14.0282     15.4298     0.42667
           6     14.7613     15.3184     0.36982
           7     14.5403     15.2072    0.333276
           8     13.7709     15.0277     0.33652
           9     15.0662      15.032    0.299156
          10     15.2037     15.0491    0.269732
          11      16.041     15.1393    0.259845
          12     13.6809     15.0178    0.265094
          13     14.4836     14.9767    0.247866
          14     16.0706     15.0548    0.242164
          15     16.9109     15.1786    0.255686
          16     15.2529     15.1832    0.239748
          17     14.9248      15.168    0.226126
          18     13.9754     15.1017     0.22306
          19     14.4189     15.0658    0.214196
          20      16.329      15.129    0.212593
