#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.529088   -0.529088           0
           2   -0.529092    -0.52909 1.41422e-06
           3   -0.528904   -0.529028 5.06316e-05
           4   -0.527448   -0.528633 0.000344181
           5   -0.527508   -0.528408  0.00034105
           6   -0.531952   -0.528999 0.000609519
           7   -0.527788   -0.528826 0.000546432
           8   -0.528572   -0.528794 0.000479047
           9   -0.529256   -0.528845 0.000428562
          10   -0.524828   -0.528444 0.000542236
          11   -0.526448   -0.528262  0.00052241
          12   -0.530396    -0.52844 0.000508238
          13   -0.530884   -0.528628 0.000502713
          14   -0.526684   -0.528489 0.000485604
          15   -0.527172   -0.528401 0.000461101
          16   -0.527276   -0.528331 0.000437613
          17   -0.528408   -0.528336 0.000411895
          18   -0.531808   -0.528528 0.000431832
          19   -0.526832   -0.528439 0.000418233
          20   -0.529408   -0.528488 0.000400116
