#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.037268    0.037268           0
           2     0.03725    0.037259 6.36396e-06
           3    0.027162   0.0338933  0.00274806
           4    0.034212    0.033973   0.0020622
           5     0.03066   0.0333104  0.00175298
           6       0.035    0.033592  0.00148326
           7    0.023232    0.032112  0.00186919
           8    0.024602   0.0311733  0.00185636
           9    0.023358   0.0303049  0.00184204
          10    0.030142   0.0302886   0.0016579
          11    0.029846   0.0302484  0.00150767
          12    0.029312   0.0301703  0.00138405
          13     0.02686   0.0299157   0.0013008
          14    0.026636   0.0296814   0.0012288
          15    0.037798   0.0302225   0.0012604
          16    0.022794   0.0297583  0.00126425
          17    0.037422   0.0302091  0.00126771
          18    0.037788   0.0306301  0.00126528
          19    0.039018   0.0310716  0.00127337
          20    0.026634   0.0308497  0.00122888
