#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.446632   -0.446632           0
           2   -0.444204   -0.445418 0.000858428
           3   -0.442372   -0.444403  0.00100736
           4   -0.443924   -0.444283 0.000762596
           5   -0.441532   -0.443733 0.000783817
           6   -0.442804   -0.443578 0.000668293
           7   -0.442552   -0.443431 0.000588676
           8   -0.442812   -0.443354 0.000520159
           9   -0.441804   -0.443182 0.000490046
          10   -0.442356   -0.443099 0.000447945
          11   -0.441952   -0.442995 0.000419187
          12   -0.442392   -0.442945 0.000387254
          13   -0.441412   -0.442827 0.000374983
          14    -0.44288   -0.442831 0.000348218
          15   -0.444684   -0.442954 0.000346232
          16   -0.442692   -0.442938  0.00032498
          17   -0.442004   -0.442883 0.000310471
          18   -0.444264    -0.44296 0.000302556
          19   -0.444496    -0.44304 0.000297242
          20    -0.44496   -0.443136 0.000297472
