#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.42572    -0.42572           0
           2    -0.42724    -0.42648 0.000537401
           3   -0.425732   -0.426231 0.000412068
           4   -0.423124   -0.425454 0.000740217
           5   -0.424988   -0.425361 0.000598012
           6   -0.425048   -0.425309 0.000500611
           7   -0.423732   -0.425083 0.000477082
           8   -0.423908   -0.424936  0.00043949
           9   -0.424996   -0.424943 0.000390707
          10   -0.425488   -0.424998 0.000355416
          11    -0.42588   -0.425078 0.000332035
          12   -0.426992   -0.425237 0.000340533
          13   -0.428144   -0.425461  0.00038073
          14   -0.425772   -0.425483 0.000354183
          15   -0.425292    -0.42547   0.0003308
          16   -0.425324   -0.425461 0.000310251
          17    -0.42542   -0.425459 0.000292011
          18   -0.423808   -0.425367 0.000289832
          19   -0.425308   -0.425364 0.000274595
          20   -0.427392   -0.425465  0.00027896
