#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.162122    0.162122           0
           2    0.122364    0.142243   0.0140566
           3    0.145012    0.143166  0.00940131
           4      0.1494    0.144724    0.007179
           5    0.147126    0.145205  0.00575924
           6    0.114538    0.140094  0.00669355
           7     0.16349    0.143436  0.00651861
           8    0.114062    0.139764  0.00665805
           9      0.1188    0.137435   0.0063126
          10    0.160912    0.139783  0.00610231
          11     0.17026    0.142553  0.00614444
          12    0.125954     0.14117  0.00578601
          13    0.175244    0.143791  0.00590484
          14    0.128912    0.142728  0.00557789
          15     0.18577    0.145598   0.0058981
          16      0.1456    0.145598  0.00552947
          17     0.17699    0.147444  0.00550392
          18    0.147394    0.147442  0.00519815
          19    0.102048    0.145053  0.00544599
          20    0.155232    0.145561  0.00519742
