#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.084294    0.084294           0
           2    0.094752    0.089523  0.00369746
           3    0.076584     0.08521  0.00429854
           4     0.08171    0.084335  0.00331176
           5    0.111036   0.0896752  0.00546201
           6     0.08423   0.0887677  0.00462646
           7    0.087936   0.0886489  0.00396706
           8    0.076156   0.0870872  0.00376601
           9    0.073938   0.0856262  0.00361989
          10     0.09954   0.0870176  0.00351515
          11    0.092286   0.0874965  0.00322805
          12    0.091906    0.087864  0.00297989
          13     0.08298   0.0874883  0.00277425
          14    0.065558   0.0859219  0.00298576
          15     0.09763   0.0867024  0.00288693
          16    0.092172   0.0870443  0.00272666
          17    0.094012   0.0874541  0.00259689
          18    0.065018   0.0862077  0.00273545
          19    0.084648   0.0861256  0.00259271
          20     0.07551   0.0855948  0.00251682
