#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.157474    0.157474           0
           2    0.158608    0.158041 0.000400832
           3    0.159707    0.158596 0.000526198
           4    0.157318    0.158277 0.000482022
           5    0.158917    0.158405 0.000402278
           6    0.156826    0.158142 0.000412403
           7    0.154737    0.157655 0.000572507
           8    0.156463    0.157506 0.000519986
           9    0.153988    0.157115 0.000591168
          10    0.155723    0.156976   0.0005482
          11    0.156911     0.15697 0.000498395
          12    0.157956    0.157052 0.000463584
          13    0.155838    0.156959 0.000437229
          14     0.16097    0.157245 0.000490998
          15    0.160108    0.157436  0.00049395
          16    0.153499     0.15719  0.00052077
          17    0.156375    0.157142 0.000492337
          18    0.159049    0.157248 0.000476242
          19    0.159762     0.15738 0.000469193
          20    0.156271    0.157325    0.000449
