#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462152   -0.462152           0
           2   -0.463372   -0.462762 0.000431335
           3   -0.461584   -0.462369 0.000430674
           4   -0.461188   -0.462074 0.000412006
           5    -0.46392   -0.462443 0.000466569
           6   -0.459416   -0.461939 0.000602743
           7    -0.46286    -0.46207 0.000530813
           8    -0.46422   -0.462339 0.000528115
           9   -0.461232   -0.462216 0.000483547
          10    -0.46172   -0.462166 0.000437729
          11   -0.463288   -0.462268 0.000409639
          12   -0.462396   -0.462279 0.000375641
          13   -0.465524   -0.462529 0.000421601
          14   -0.461268   -0.462439 0.000400987
          15   -0.461452   -0.462373  0.00037961
          16   -0.461904   -0.462344 0.000357013
          17   -0.460456   -0.462232 0.000352855
          18   -0.463812    -0.46232 0.000343991
          19   -0.462548   -0.462332 0.000326095
          20   -0.465708   -0.462501 0.000350764
