#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.647452   -0.647452           0
           2   -0.651068    -0.64926  0.00127845
           3   -0.645032   -0.647851  0.00143198
           4   -0.645476   -0.647257   0.0011907
           5    -0.64516   -0.646838  0.00102376
           6    -0.64692   -0.646851 0.000853228
           7    -0.64632   -0.646775 0.000734707
           8   -0.648992   -0.647053 0.000693147
           9   -0.647264   -0.647076 0.000616529
          10   -0.646696   -0.647038 0.000556046
          11    -0.64834   -0.647156 0.000517941
          12   -0.647592   -0.647193 0.000476049
          13    -0.64458   -0.646992 0.000479982
          14    -0.64754   -0.647031 0.000447293
          15   -0.644612    -0.64687 0.000445594
          16     -0.6462   -0.646828 0.000419705
          17   -0.644836   -0.646711 0.000411044
          18   -0.648464   -0.646808 0.000399584
          19   -0.644964   -0.646711 0.000390162
          20   -0.647492    -0.64675 0.000372603
