#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     9.55486     9.55486           0
           2     10.7197     10.1373    0.411821
           3     10.6677     10.3141    0.310196
           4     10.5563     10.3746    0.238484
           5     9.93224     10.2862    0.206549
           6     10.5272     10.3263    0.175987
           7      10.762     10.3886    0.161475
           8      9.5798     10.2875    0.170017
           9     9.99483      10.255    0.154204
          10     10.7751      10.307    0.147296
          11     10.4088     10.3162    0.134197
          12     10.6102     10.3407     0.12523
          13     11.1443     10.4025    0.129961
          14     10.3652     10.3999    0.120705
          15     10.8952     10.4329    0.117087
          16     10.4167     10.4319    0.109774
          17     10.8822     10.4584    0.106464
          18     10.2437     10.4464    0.101215
          19     10.3874     10.4433    0.095936
          20     10.0207     10.4222   0.0934381
