#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.681896   -0.681896           0
           2   -0.683436   -0.682666 0.000544472
           3   -0.683076   -0.682803 0.000379747
           4   -0.680448   -0.682214 0.000583963
           5   -0.683292    -0.68243 0.000505406
           6   -0.683748   -0.682649 0.000466499
           7     -0.6816   -0.682499 0.000423257
           8   -0.682744    -0.68253 0.000371452
           9   -0.679676   -0.682213 0.000445426
          10   -0.682164   -0.682208 0.000400911
          11   -0.683056   -0.682285 0.000371802
          12   -0.684104   -0.682437 0.000370429
          13     -0.6831   -0.682488 0.000345431
          14   -0.683012   -0.682525 0.000322781
          15   -0.682484   -0.682522 0.000301274
          16   -0.682912   -0.682547 0.000283427
          17   -0.682268    -0.68253 0.000267229
          18   -0.681836   -0.682492 0.000255152
          19   -0.680952   -0.682411 0.000254267
          20   -0.683004    -0.68244 0.000243278
